영화명,최종관객수,Target,0누적관객수,0누적매출액,0스크린수,0상영횟수,1누적관객수,1누적매출액,1스크린수,1상영횟수,2누적관객수,2누적매출액,2스크린수,2상영횟수,3누적관객수,3누적매출액,3스크린수,3상영횟수,4누적관객수,4누적매출액,4스크린수,4상영횟수,5누적관객수,5누적매출액,5스크린수,5상영횟수,6누적관객수,6누적매출액,6스크린수,6상영횟수,7누적관객수,7누적매출액,7스크린수,7상영횟수,감독평균관객수,배우평균관객수,배급사개봉영화관객수합,기사수,대표국적_미국,대표국적_일본,대표국적_한국,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,장르_B,장르_C,장르_D,장르_E
7번방의 선물,12811341,5class,0.634272064,0.543108012,0.51019408,0.58024895,0.920823244,0.779666822,0.494163585,0.589713872,0.989558963,0.826897932,0.446321878,0.572705545,1.368954789,1.176935863,0.737654805,0.72505304,1.75313391,1.535870359,0.969673738,0.856847513,1.900805678,1.663970746,0.73015539,0.841875577,1.985108762,1.738310861,1.111158865,0.888450732,2.042923617,1.793311098,1.190347853,1.387943449,2.395019181,-0.525055139,0.734560254,0.018271898,0,0,1,1,0,0,1,0,0,0
R.I.P.D. : 알.아이.피.디.,101460,1class,-0.64502755,-0.640216631,-0.811534498,-0.735360792,-0.679086699,-0.680206454,-0.823032485,-0.782092761,-0.707433052,-0.702996207,-0.923414257,-0.939539333,-0.723386164,-0.718646476,-0.944439658,-0.928701294,-0.722546125,-0.718508269,-0.884528172,-0.858764746,-0.718887502,-0.715444857,-0.83924032,-0.851512122,-0.712342541,-0.709293543,-0.77666765,-0.769041109,-0.706866648,-0.704374466,-1.331611279,-0.985249824,-0.682845125,-0.046666764,-0.555015454,-0.565528061,1,0,0,1,0,0,0,0,0,0
R2B: 리턴투베이스,1201944,2class,1.281369281,1.21775955,0.23818617,0.546462327,0.665041568,0.589531815,0.045203798,0.31107609,0.305294632,0.220486525,-0.034841841,0.235893006,0.22527531,0.137143584,0.021082564,0.264950289,0.239804789,0.151619185,0.023581888,0.275210072,0.194061379,0.113178278,-0.03264392,0.199624109,0.159841375,0.085621345,0.034479388,0.27404713,0.122528634,0.055075946,-0.137193684,0.016236338,1.114720366,-0.142763485,0.820958812,-0.487688066,0,0,1,1,0,0,0,0,0,0
가디언즈,1081096,2class,-0.094664312,0.035939479,-0.516540004,-0.632621876,-0.32192045,-0.239063437,-0.522489156,-0.636426007,-0.207683061,-0.143060793,-0.171815455,-0.302510831,-0.186103525,-0.138731875,-0.211046472,-0.305719791,-0.28759493,-0.246773066,-0.625561425,-0.68047074,-0.319895699,-0.279465774,-0.56550851,-0.651013966,-0.341580718,-0.301038651,-0.460211182,-0.565349341,-0.35341544,-0.315069337,-0.340577485,-0.517049795,-0.093509812,-0.18861812,0.820958812,-0.509928065,1,0,0,0,1,0,0,1,0,0
가디언즈 오브 갤럭시,1343721,2class,0.205726341,0.273051465,0.096435569,0.090687673,0.287506038,0.384644175,0.182489022,0.059166153,0.317923985,0.410623284,0.038913181,-0.049436216,0.22886578,0.308193557,-0.039472837,-0.140463247,0.179056614,0.244517423,-0.048928801,-0.043350199,0.194422499,0.259162064,-0.00344586,-0.051491613,0.153235363,0.22305948,-0.434749168,-0.6512194,0.128340327,0.202114735,-0.133495797,-0.422569968,0.082419067,0.03780658,0.150078425,-0.409848072,1,0,0,0,0,0,0,0,0,0
가려진 시간,510878,2class,-0.050301433,-0.031293727,1.579070235,1.359409856,-0.141922976,-0.15476118,1.41805604,1.090192766,-0.291900081,-0.301438396,1.067971354,0.812133979,-0.327871933,-0.32867499,0.609815626,0.492623872,-0.310332556,-0.30561773,0.614026072,0.431061476,-0.322631413,-0.319088604,0.613363151,0.420500765,-0.330321346,-0.326623036,0.7001292,0.493049064,-0.336543351,-0.33348524,0.931495743,0.288478208,-0.668290297,2.45920292,2.323277266,0.613191856,0,0,1,0,0,0,1,0,0,0
가문의 영광5 - 가문의 귀환,1160021,2class,0.544307032,0.464740872,-0.187065634,0.070001985,0.150209894,0.07862495,-0.207104182,-0.021017381,-0.066895559,-0.139458013,-0.252594765,-0.046955092,-0.103601228,-0.171974264,-0.348978218,-0.072101727,-0.0558426,-0.12410989,-0.297536878,-0.030258681,-0.009598057,-0.08067284,-0.255279125,-0.047547387,0.092346579,0.017349641,-0.347450832,-0.217209488,0.057424449,-0.010825706,-0.08912115,0.014836637,-0.202305361,-0.765038588,-0.234746511,-0.426528071,0,0,1,1,0,0,1,0,0,0
가비,270602,1class,-0.518668643,-0.520059295,-0.600824145,-0.256142359,-0.539490297,-0.544416193,-0.626380677,-0.240853904,-0.512145636,-0.515520995,-0.63190631,-0.213190378,-0.54390194,-0.548731408,-0.668576166,-0.289669695,-0.569540599,-0.5744103,-0.694619224,-0.336974244,-0.572618091,-0.577714186,-0.656752447,-0.313782643,-0.572167158,-0.576955883,-0.576608963,-0.250492457,-0.571433813,-0.576439441,-0.47000354,-0.475758611,0.378720745,0.128661976,-1.216921241,-0.181888088,0,0,1,1,0,0,1,0,0,0
가시,142170,1class,-0.568427855,-0.562126498,-0.505046712,-0.27062234,-0.611078082,-0.60879585,-0.578145328,-0.298318771,-0.6549063,-0.64120436,-0.607321303,-0.434010385,-0.684006881,-0.668332082,-0.591199821,-0.493565358,-0.687430053,-0.674838657,-0.642825874,-0.460408557,-0.684345284,-0.67312288,-0.587407055,-0.453802666,-0.684747625,-0.673809212,-0.794854803,-0.791007868,-0.679263584,-0.669529651,-0.773230298,-0.774594803,-0.752033649,-0.580284746,-1.086375276,-0.270848082,0,0,1,0,0,1,1,0,0,0
간기남,1246185,2class,0.14219393,0.168174446,-0.535695491,-0.184431974,-0.124990762,-0.124883517,-0.592986974,-0.264908965,-0.272680533,-0.281299215,-0.600297015,-0.267775099,-0.283191988,-0.292692508,-0.638298466,-0.256975055,-0.252438533,-0.261892919,-0.566862295,-0.224761233,-0.259027732,-0.26901939,-0.532660693,-0.196770605,-0.261342486,-0.271280951,-0.3911,-0.091399866,-0.25305218,-0.263821139,-0.085423262,0.219892853,-0.787772984,0.01538882,2.323277266,-0.165208089,0,0,1,0,0,1,1,0,0,0
간신,1110255,2class,-0.032080965,-0.010475443,0.774539796,0.706431646,0.014441336,0.054821613,0.679684158,0.690611486,0.074637793,0.11777934,0.625441219,0.552856556,0.044678994,0.084914742,0.508889958,0.462307024,0.057345196,0.09730577,0.506986483,0.400514601,0.026022189,0.063522946,0.492921155,0.517791673,0.005455356,0.035677339,0.329111272,0.112957561,-0.015669575,0.014368017,0.158637299,0.042130809,-0.276414345,-0.001679556,-0.234746511,1.041311826,0,0,1,0,0,1,1,0,0,0
간첩,1310895,2class,-0.179742838,-0.24643512,0.234355072,0.476130989,-0.119169065,-0.188984146,0.163936965,0.500843788,-0.024693818,-0.101052642,0.200471802,0.425698967,-0.085633928,-0.154784576,0.088366342,0.298833825,-0.169042344,-0.23107414,-0.000588342,0.268976016,-0.180470237,-0.240795159,0.091447834,0.349504697,-0.185702203,-0.244242517,0.165426892,0.441793292,-0.192590739,-0.248397084,0.214105608,0.373160127,1.237557591,0.348043656,-0.234746511,-0.0095281,0,0,1,1,0,0,1,0,0,0
감기,3117859,3class,2.626154339,2.33233072,0.763046504,1.064983567,3.089185759,2.769219883,0.80954856,0.973258445,2.300473508,1.963329608,0.611392643,0.815235384,1.966791321,1.646589455,0.919321007,0.928948704,1.914609291,1.607045955,0.983485298,0.980281825,1.786169541,1.499108899,0.711906603,0.904325822,1.679144641,1.412184269,0.798339828,0.97565211,1.589858334,1.341565629,1.101598558,1.317258542,0.770893615,-0.580284746,-0.368411711,0.857831839,0,0,1,1,0,0,1,0,0,0
감바의 대모험,117591,1class,-0.702042006,-0.691707286,-1.029907046,-1.233885867,-0.762704216,-0.757764895,-0.8601366,-1.209738278,-0.763430232,-0.750523543,-0.45278697,-0.920930906,-0.755631234,-0.74201082,-0.446539697,-0.889467726,-0.758712153,-0.746051797,-1.05026689,-1.169844149,-0.7576299,-0.745662573,-0.970631589,-1.163763347,-0.75468173,-0.743325179,-1.282270512,-1.165774096,-0.744426161,-0.734812756,-1.039478183,-0.939059687,-0.711870869,-0.765038588,-1.400300076,-0.57108806,0,1,0,0,1,0,0,1,0,0
감시자들,5508017,4class,0.985104313,0.84477543,0.992912344,1.374579361,1.125732787,0.943103579,1.191720941,1.489774046,1.183563406,0.982314827,1.18035996,1.472733157,1.541871126,1.332945399,1.400400024,1.806353951,1.822396746,1.606840412,1.432360993,1.838087954,1.785487278,1.571418424,1.226522405,1.616915987,1.788379941,1.573177904,1.383966165,1.776440336,1.799427442,1.583467323,1.763520383,2.131884602,1.973639188,-0.463523501,0.734560254,0.98571183,0,0,1,1,0,0,0,0,0,0
갓 오브 이집트,919834,2class,-0.289410761,-0.243731464,0.050462401,0.153434259,-0.229372777,-0.16283291,0.056335032,0.148704433,0.044561678,0.129253342,0.312860408,0.232791602,0.07673342,0.150544463,0.286853489,0.213233313,-0.035787369,0.022926899,0.127168587,0.215363132,-0.069767771,-0.013173421,0.22648886,0.251556418,-0.095903082,-0.039755026,0.354573287,0.361914167,-0.122651004,-0.068331265,0.180824623,0.135210934,0.021493921,0.098571606,-1.216921241,-0.487688066,1,0,0,0,0,0,0,1,0,0
강남 1970,2192276,3class,0.521662826,0.584586172,0.812850769,0.540256621,0.486740424,0.528469715,0.765023622,0.494830023,0.370189132,0.404041261,0.818609135,0.51501942,0.502395633,0.546920369,1.03706762,0.620430192,0.653528325,0.709285615,1.138865346,0.674189667,0.625803128,0.67972886,0.854247144,0.629544744,0.605797781,0.660858171,0.965661638,0.745333966,0.605394957,0.648537154,0.964776728,0.792370617,0.844049232,0.56140496,2.323277266,6.25659146,0,0,1,0,0,1,0,0,0,0
강철대오:구국의 철가방,233211,1class,-0.447935892,-0.487980474,-0.405438181,-0.04445882,-0.524756207,-0.556998335,-0.529909979,-0.220139825,-0.52567947,-0.551421227,-0.56868772,-0.247305829,-0.565227945,-0.585353099,-0.685397111,-0.317014303,-0.59002597,-0.606953604,-0.622108535,-0.391210533,-0.593239217,-0.609390923,-0.55090948,-0.380834485,-0.602331481,-0.616234486,-0.936714599,-0.86356474,-0.601215022,-0.614644127,-0.684481003,-0.638123943,-0.494135184,0.864599017,-0.234746511,-0.248608083,0,0,1,1,0,0,1,0,0,0
개구쟁이 스머프 2,921788,2class,0.371773396,0.227638552,-0.363296111,-0.711227489,0.247549032,0.10910118,-0.225656239,-0.659812871,0.095649607,-0.038724974,-0.143718303,-0.588460334,-0.040438122,-0.158669047,-0.190861339,-0.592838174,-0.116039659,-0.223890065,-0.300989768,-0.590700331,-0.118962648,-0.226070508,-0.258928883,-0.602368512,-0.14340638,-0.244192146,-0.580246394,-0.803655396,-0.154809775,-0.251488021,-0.281411289,-0.550642622,-0.368354592,-0.387022894,0.150078425,-0.565528061,1,0,0,0,1,0,0,1,0,0
개를 훔치는 완벽한 방법,306642,1class,-0.42158955,-0.423002826,-1.022244851,-0.894640588,-0.451441008,-0.446477944,-1.090182111,-0.973196852,-0.566386729,-0.560399085,-1.123606461,-0.973034503,-0.616563622,-0.610521177,-1.149655183,-0.966151518,-0.61298464,-0.607103273,-1.08479579,-0.956639428,-0.616869228,-0.61097253,-1.061875525,-0.939599836,-0.615068894,-0.609289036,-0.984001198,-0.846257596,-0.613556745,-0.60828019,-1.028384521,-0.886570894,-0.614725508,-0.145779614,-1.214852192,-0.354248076,0,0,1,0,1,0,1,0,0,0
거울나라의 앨리스,513202,2class,-0.589691604,-0.5691417,-0.10661259,-0.31544133,-0.646070436,-0.634585321,-0.233077062,-0.356451833,-0.682399772,-0.663777051,-0.20342475,-0.352753585,-0.622894138,-0.60073196,-0.086571482,-0.342575567,-0.557672944,-0.53470573,0.030487668,-0.305180558,-0.553845204,-0.533015815,-0.109288827,-0.329559547,-0.543570016,-0.524343361,0.016292235,-0.42822351,-0.51492873,-0.494304352,-0.03365284,-0.482757117,-0.621660497,-0.59178447,-0.077116342,-0.382048074,1,0,0,0,0,0,0,1,0,0
건축학개론,4112233,3class,0.43150955,0.414938767,0.29565263,0.527845208,0.305259773,0.290421483,0.238145194,0.559645047,0.515852489,0.471506635,0.232081098,0.574566388,0.477998757,0.416662734,0.202748766,0.475979328,0.343042633,0.282732988,0.165150377,0.452880673,0.329983582,0.270512449,0.252037162,0.52239327,0.328981302,0.271423779,0.329111272,0.662792204,0.328283508,0.272662302,0.49884293,0.755978387,0.227409658,0.083310865,-0.234746511,0.168391888,0,0,1,0,0,0,1,0,0,0
검사외전,9707581,4class,3.475033632,3.477076792,3.050211609,3.274904544,3.659410152,3.603938301,3.4439407,3.509730915,3.643774077,3.554496678,3.301694898,3.470657995,3.925544754,3.847921937,3.714962006,3.804293676,4.137515445,4.104814626,4.146332503,4.169624963,4.876237599,4.93124099,4.712040784,4.74468721,5.757548792,5.878498249,4.904999048,5.04615918,6.241926523,6.410053297,5.195159788,5.392488395,2.789167206,2.796220885,2.323277266,1.152511819,0,0,1,1,0,0,0,0,0,0
검은 사제들,5442915,4class,0.800287745,0.836594614,1.387515368,1.809668327,1.283655768,1.374466515,1.473712212,1.925437916,2.076095166,2.161581351,1.914398043,2.338025038,2.137236758,2.195999985,1.868022285,2.218900862,1.831438626,1.862904117,1.515230352,2.05627992,1.767234084,1.798362517,1.763036752,2.211836743,1.798875598,1.82467065,1.671323187,2.173838982,1.841461133,1.85850457,2.281224603,2.931813801,3.061646318,0.993571826,0.820958812,1.664031783,0,0,1,1,0,0,0,0,1,0
겨울왕국,10296101,5class,0.545695333,0.535455225,0.78220199,0.362359706,0.684909054,0.672619977,1.095250243,0.554299478,1.27879006,1.237089056,1.556159362,1.022409211,1.385155824,1.322228559,1.605615549,1.032977104,1.185305604,1.120881135,1.018014197,0.830664477,1.223174826,1.160494051,1.222872648,0.946397566,1.228291547,1.173136675,0.7001292,0.636831488,1.259371853,1.209774318,1.101598558,0.966633408,1.647249958,4.969840855,0.150078425,-0.426528071,1,0,0,0,1,0,0,1,0,0
결혼전야,1214839,2class,-0.116618289,-0.192588081,0.161564223,0.183773268,-0.112343779,-0.192286444,0.111991204,0.181446043,-0.079249392,-0.15394456,-0.038353985,0.097570362,-0.125327213,-0.193874521,-0.083207293,0.004582065,-0.172752293,-0.24276413,-0.024758571,0.063252162,-0.159671883,-0.234444511,0.131595166,0.125998557,-0.143668982,-0.220109309,0.118140293,0.260068283,-0.145288513,-0.219886227,-0.078027488,0.014836637,-0.274386261,-0.180954979,-0.444297391,0.023831898,0,0,1,1,0,0,1,0,0,0
경성학교: 사라진 소녀들,356415,1class,-0.315521797,-0.299776476,0.015982525,0.257552221,-0.314313609,-0.296127342,-0.073529369,0.232228948,-0.312736564,-0.300328446,-0.10508472,0.168902667,-0.37980384,-0.372450787,-0.190861339,0.062837969,-0.421814731,-0.416891003,-0.13870394,0.055771294,-0.430334321,-0.425288738,-0.109288827,0.071436764,-0.445254391,-0.440742241,-0.471123474,-0.432883125,-0.457328515,-0.452215503,-0.414535231,-0.633924839,-0.030433296,-0.558710463,-0.234746511,0.223991884,0,0,1,1,0,0,0,0,1,0
계춘할망,482516,1class,-0.413620546,-0.406145386,0.042800206,-0.151334874,-0.43781264,-0.430748908,0.093439147,-0.1726979,-0.437928013,-0.426841132,0.024864606,-0.350272461,-0.464532191,-0.454797309,-0.02938027,-0.378836895,-0.490953604,-0.485017069,-0.090363481,-0.206059065,-0.483752032,-0.480250853,0.040351229,-0.158643087,-0.483973765,-0.484990845,-0.023719502,-0.663866928,-0.481996536,-0.483727125,0.22519927,-0.40017475,0.279003809,-0.436916766,-1.442012194,-0.104048093,0,0,1,1,0,0,0,0,0,1
고령화 가족,1141222,2class,-0.173036639,-0.214307445,0.226692878,0.540256621,-0.018201912,-0.069480682,0.204751491,0.539599163,0.139468284,0.078823254,0.22505681,0.529285881,0.103539517,0.039443074,0.078273776,0.425451248,0.007556605,-0.055244379,0.116809917,0.474699869,-0.003153872,-0.067043107,0.284884979,0.551317595,0.019858727,-0.049323492,0.37276044,0.703397426,0.005159974,-0.060888396,-0.066933826,0.14290929,0.469823164,-0.765038588,0.820958812,-0.031768098,0,0,1,1,0,0,1,0,0,0
"고산자, 대동여지도",974262,2class,-0.364065266,-0.350978171,1.119338555,0.76159348,-0.448687802,-0.451653861,1.021042013,0.688606898,-0.51526262,-0.513024609,0.832657711,0.57580695,-0.468765618,-0.459742027,0.492069014,0.382056544,-0.396824849,-0.384786458,0.506986483,0.38492946,-0.396811499,-0.386889464,0.529418729,0.359365262,-0.380356708,-0.371606693,0.64920517,0.258736964,-0.324605967,-0.309509399,0.472957719,0.141509589,-0.160621196,-0.765038588,0.820958812,1.98095176,0,0,1,0,1,0,1,0,0,0
고스트 라이더 : 복수의 화신,117265,1class,-0.653663252,-0.647617876,-0.888156445,-0.567806721,-0.69199124,-0.687040691,-0.889819892,-0.588984083,-0.705103663,-0.691187728,-0.877756386,-0.623816346,-0.712947448,-0.699126122,-0.890612635,-0.651688526,-0.714207701,-0.701971429,-0.846546382,-0.648677053,-0.711362623,-0.699673558,-0.835590562,-0.663504015,-0.712007663,-0.700463308,-1.10403641,-0.986711724,-0.704606973,-0.694389055,-0.876771142,-0.801189125,-0.674228672,-0.75739977,-0.234746511,-0.57108806,1,0,0,1,0,0,0,0,0,0
고스트버스터즈,515553,2class,-0.496314647,-0.482997768,-0.20622112,-0.487822062,-0.476730533,-0.451759551,-0.192262536,-0.501450391,-0.40154557,-0.366953074,-0.101572576,-0.505342691,-0.396907633,-0.36501947,-0.073114726,-0.470976334,-0.436034709,-0.411053614,-0.190497289,-0.42300422,-0.441141257,-0.418112503,-0.112938584,-0.399240873,-0.426294029,-0.415497818,-0.180129021,-0.456181203,-0.428343865,-0.417902796,0.044002793,-0.192319131,-0.164876816,-0.222769727,-0.555015454,-0.382048074,1,0,0,0,0,0,0,0,0,0
고질라,709734,2class,-0.05693704,0.020179778,0.414416647,0.501643337,-0.024303371,0.064623759,0.401403298,0.484138885,0.166563783,0.261078588,0.319884696,0.468498351,0.124573949,0.199439259,0.246483222,0.357089728,-0.010860215,0.050663053,0.154791707,0.259001526,-0.057512359,0.002923078,0.219189345,0.277193887,-0.101082851,-0.041470288,0.365485579,0.06103613,-0.138306769,-0.07979126,-0.233338754,-0.235010016,-0.415523363,1.321855548,1.013626168,-0.398728073,1,0,0,0,0,0,0,0,0,0
곡성,6879954,4class,3.058292388,3.153863179,2.502364691,1.918612949,3.170285425,3.373354986,2.828012397,2.046381413,3.758067212,3.947937826,3.343840625,2.571870944,3.47302411,3.627430093,3.203605289,2.459057854,3.054510537,3.1360317,2.899839226,2.351150777,2.920518023,3.001938984,3.190091921,2.536578018,2.811957656,2.899392453,3.428202198,2.784914288,2.723618877,2.819120468,3.298143608,2.789044285,2.250040209,1.374537089,0.118780396,5.650551503,0,0,1,1,0,0,0,0,1,0
공각기동대 : 고스트 인 더 쉘,764072,2class,0.150272743,0.047269866,1.115507458,1.207714813,-0.021736673,-0.07080201,0.972806664,1.1015521,-0.123774957,-0.132635213,0.85021843,1.009383311,-0.039987678,-0.01153364,0.922685196,0.89744296,0.005177398,0.047771194,0.872992819,0.918564669,-0.035350812,0.007117838,0.905343748,0.799803833,-0.069038151,-0.025296442,0.97657393,0.873806226,-0.097859588,-0.054636992,0.376812649,0.266782841,-0.336914768,-0.296171862,-0.234746511,-0.281968081,1,0,0,1,0,0,0,1,0,0
공모자들,1646142,2class,0.046158023,0.007200339,-0.27901197,0.144470461,0.151582056,0.085564216,-0.006741963,0.238242713,0.120407368,0.048424802,-0.185864031,0.199916713,0.185423155,0.122175624,-0.12357756,0.283378177,0.273808174,0.216128666,-0.052381691,0.311991003,0.257245309,0.201061551,-0.050892707,0.286397081,0.245555706,0.19186853,0.052666541,0.395862795,0.243552876,0.192138351,0.376812649,0.711187951,0.571108605,-0.315401195,-0.444297391,-0.081808095,0,0,1,0,0,1,0,0,0,0
공범,1766285,2class,0.190729555,0.100381924,0.165395321,0.600245115,0.440597588,0.311775321,0.275249309,0.645842346,0.648741775,0.498160709,0.32339684,0.820197631,0.575489068,0.428247111,0.246483222,0.71613632,0.41897113,0.282734698,0.210037946,0.608108671,0.386050391,0.254339912,0.303133767,0.701198183,0.347186382,0.222400054,-0.22741562,0.142246574,0.321832804,0.202495628,0.162335186,0.480237264,0.733354048,1.93006188,0.820958812,0.001591899,0,0,1,1,0,0,0,0,1,0
공조,7817459,4class,0.5475464,0.577940694,1.640367792,1.443531653,0.558306006,0.560191049,1.588734967,1.37016694,0.447827089,0.462566773,1.471867907,1.242608937,0.636469109,0.672066464,1.491233125,1.182183551,0.877833873,0.933389419,1.608458381,1.249593052,0.883172102,0.933300878,1.606097181,1.368429749,0.889334708,0.937003545,1.787720968,1.535471643,0.970941098,0.974659149,2.24424573,1.945024501,1.61427584,1.557830117,0.820958812,1.925351764,0,0,1,1,0,0,0,0,0,0
관능의 법칙,781516,2class,-0.137599672,-0.17934785,0.456558718,0.493369062,-0.118676152,-0.140218682,0.364299184,0.453401864,-0.124412269,-0.142007014,0.045937469,0.127964127,-0.204738081,-0.221592223,-0.09329986,-0.010279135,-0.25139903,-0.271248119,0.009770328,0.100033093,-0.245425118,-0.26669721,0.091447834,0.150978655,-0.240443926,-0.261705779,0.132690016,0.240098502,-0.249712797,-0.269592441,-0.137193684,-0.255305682,-0.407099907,-0.047339243,-0.234746511,0.151711889,0,0,1,0,0,1,1,0,0,0
관상,9135802,4class,2.255744694,1.928908516,1.74380742,1.613843816,2.332014269,1.958778345,1.941224057,1.705601392,2.309507196,1.916560136,1.977616634,1.707199344,2.734492012,2.33540426,2.211169555,2.028677502,3.037040621,2.631357198,2.347376832,2.090567229,2.948628049,2.554135068,2.102464197,1.97321107,3.061800789,2.659157888,2.384259597,2.421464269,3.423190296,3.043765397,3.135436567,3.233449395,2.454051147,3.899216688,2.323277266,1.213671814,0,0,1,1,0,0,1,0,0,0
"광해, 왕이 된 남자",12323583,5class,0.657033923,0.552369314,0.828175158,0.916736138,1.051840302,0.948015565,0.828100617,0.968581072,1.545080709,1.404514262,1.022313483,1.127856967,1.529144678,1.373879535,0.91259263,0.991960192,1.347451584,1.187097826,0.710706991,0.868692219,1.378609477,1.209747782,0.916293021,0.997015133,1.403303886,1.232083409,1.038410252,1.136076019,1.426690226,1.255810183,1.415918978,1.509017598,2.330693024,0.798336633,0.820958812,0.362991874,0,0,1,1,0,0,1,0,0,0
괴물의 아이,224889,1class,-0.61606932,-0.620311276,-0.558682075,-0.739497929,-0.681728889,-0.687112386,-0.567014094,-0.756701309,-0.737177988,-0.732168187,-0.635418454,-0.79501388,-0.720487247,-0.714564025,-0.574378876,-0.786033774,-0.683094312,-0.678358491,-0.494351606,-0.759019847,-0.681115196,-0.676766566,-0.59470657,-0.794978216,-0.67817775,-0.673848169,-0.50386035,-0.703140831,-0.666363277,-0.663178944,-0.259223965,-0.448464439,-0.637909699,-0.72170937,-1.122663669,-0.354248076,0,1,0,0,0,0,0,1,0,0
구스범스,305134,1class,-0.45672062,-0.460106242,-0.095119298,-0.325094651,-0.514071993,-0.517579737,-0.066108546,-0.363133794,-0.510965635,-0.511616486,-0.013768978,-0.435871228,-0.520824622,-0.522705848,-0.069750537,-0.458492926,-0.546368353,-0.548545973,-0.190497289,-0.459785151,-0.54719181,-0.549500711,-0.098339554,-0.446571585,-0.54512997,-0.547050822,-0.020082072,-0.335031197,-0.544991986,-0.546967135,-0.551357061,-0.712308103,-0.198348596,0.971425323,-0.555015454,-0.498808066,1,0,0,0,0,0,0,0,0,0
국가대표 2,709929,2class,-0.049305307,-0.034876946,0.345456895,0.333399743,-0.170551873,-0.177005475,0.22701396,0.146699845,-0.288218143,-0.293072155,0.077546765,-0.027726384,-0.296017497,-0.298113954,0.00089743,-0.296208623,-0.237728675,-0.235825077,0.051205008,-0.305180558,-0.158151449,-0.152891169,0.106046864,-0.31838424,-0.172225167,-0.166884554,0.089040848,-0.147315254,-0.195740621,-0.18949714,-0.177870445,-0.556241426,-0.292017426,0.173985794,-1.242022104,0.27959188,0,0,1,0,0,0,1,0,0,0
국제시장,14262198,5class,0.950334044,0.933116712,1.759131809,1.662799944,1.039388708,0.988134663,1.72230978,1.593344444,0.976039043,0.904252397,1.570207937,1.507468889,1.195511376,1.135569257,1.282653412,1.502591023,1.476841283,1.427921424,1.373661863,1.585608679,1.505822169,1.45511851,1.514853245,1.57944584,1.550900794,1.496299234,1.805908122,1.596712305,1.732415038,1.682372915,1.282795035,1.452329702,4.131769902,2.796220885,0.820958812,1.652911783,0,0,1,0,0,0,1,0,0,0
군도: 민란의 시대,4775811,3class,3.679882519,3.616350037,2.981251857,2.909457393,3.564238053,3.472113877,2.905931038,2.851557737,3.189426302,3.067862178,2.725703292,2.746169882,3.480750815,3.376678765,2.897464097,2.904893853,3.788859396,3.702467495,3.013784595,3.019441599,3.677926982,3.599944516,2.83241569,2.887614132,3.558600842,3.495186099,2.969885934,3.004581881,3.394752111,3.333436354,1.574928131,1.608396378,3.343684922,3.71209803,2.323277266,1.664031783,0,0,1,1,0,0,1,0,0,0
굿 다이노,1330183,2class,-0.163773457,-0.188657381,0.433572134,-0.251315698,-0.143042021,-0.172555893,0.520136465,-0.236176532,0.112308775,0.075618559,0.997728476,0.110596261,0.166278346,0.123788665,0.946234519,0.113960497,0.046509576,0.005919676,0.455193133,-0.14558872,0.027542623,-0.012681168,0.598764121,-0.089619131,0.007689884,-0.030489826,0.652842601,0.006452062,-0.004205942,-0.041532791,0.613477436,0.011337384,0.070492615,-0.765038588,-0.077116342,-0.092928094,1,0,0,0,1,0,0,1,0,0
굿바이 싱글,2108273,3class,0.450710456,0.294023585,0.724735531,0.662991701,0.327458603,0.222470304,0.690815393,0.667892818,0.22047648,0.169350229,0.650026226,0.665127402,0.369587512,0.366735234,1.03706762,0.946782144,0.511864729,0.536913536,1.128506676,0.998360588,0.523302473,0.546021594,0.872495931,0.965461325,0.55563955,0.57710388,1.02749796,1.093473819,0.553209808,0.576669145,1.001755601,0.916944018,-0.323608936,1.595667919,2.323277266,0.496431865,0,0,1,1,0,0,1,0,0,0
귀향,3587182,3class,0.569327821,0.343191119,0.157733126,0.072760077,0.540321357,0.381484467,0.141674496,0.078543841,0.47439938,0.350550113,0.246129674,0.15711733,0.614273989,0.515177559,0.798210206,0.58833,0.812056955,0.723910871,1.004202637,0.734036606,0.960584942,0.861987896,1.076882349,0.950341792,1.334094948,1.243521558,1.500363946,1.376379053,1.286231241,1.204891325,1.415918978,1.48732223,-0.001714798,0.234129306,-1.144650459,2.959511692,0,0,1,1,0,0,1,0,0,0
그날의 분위기,653287,2class,-0.168761927,-0.148926396,0.460389815,0.566458492,-0.172474676,-0.146892847,0.316063835,0.46275661,-0.146331347,-0.119458384,0.235593242,0.267527333,-0.197936561,-0.176054998,0.101823098,0.174594193,-0.250667197,-0.235169006,0.099545467,0.186686474,-0.258048312,-0.243250009,0.160793226,0.214743642,-0.25820451,-0.243158881,0.234538075,0.32663422,-0.269877996,-0.254370362,-0.092819037,-0.249007027,-0.577147858,-0.765038588,2.323277266,0.185071886,0,0,1,1,0,0,1,0,0,0
그녀,355102,1class,-0.67535055,-0.658486134,-1.221461912,-1.115977447,-0.713888106,-0.699739868,-1.208915278,-1.118863606,-0.745822054,-0.722958574,-1.235995067,-1.128725014,-0.754868656,-0.731855793,-1.230395717,-1.099902318,-0.744672894,-0.724944786,-1.188382488,-1.040175781,-0.734379664,-0.716149441,-1.189617036,-1.035576002,-0.720038714,-0.70485241,-1.074936964,-0.932127655,-0.705008008,-0.691596798,-0.906354241,-0.806088079,-0.691076874,-0.693177845,-0.555015454,-0.398728073,1,0,0,0,0,1,1,0,0,0
